PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PZ1,CeTD_PZ2,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SA,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_0_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_0_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_0_p_SA1,CeTD_0_p_HB2,CeTD_0_p_VW2,CeTD_0_p_PO2,CeTD_0_p_PZ2,CeTD_0_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_0_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_0_p_PZ3,CeTD_0_p_CH3,CeTD_0_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
0.385,0.0,0.615,0.462,0.154,0.077,0.0,0.154,0.385,0.385,0.231,0.231,0.154,0.385,0.462,0.154,0.308,0.154,0.308,0.308,0.385,0.9,0.328,-0.546,0.37,-0.468,38.46,30.77,30.77,27.27,9.09,63.64,23.08,23.08,3,0,2,2,1,0,0,2,2,0,1,0,0,1,1,1,5,1,1,2,3,2,0,5,0,0,0,3,2,0,1,3,2,1,0,0,2,0,2,2,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,0.0,1.0
0.267,0.0,0.733,0.467,0.267,0.267,0.0,0.133,0.4,0.267,0.267,0.2,0.133,0.267,0.533,0.2,0.4,0.067,0.333,0.333,0.533,0.531,-0.364,-0.531,0.02,-0.511,26.67,40.0,33.33,30.77,23.08,46.15,26.67,33.33,2,0,2,2,2,1,0,3,2,0,2,2,1,0,0,2,4,2,1,3,2,2,0,8,0,0,0,2,2,0,1,4,3,1,1,0,3,0,3,2,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,2.0,0.0,1.0
0.321,0.071,0.607,0.429,0.179,0.179,0.036,0.107,0.286,0.357,0.357,0.25,0.071,0.357,0.321,0.321,0.214,0.107,0.393,0.321,0.536,1.475,0.291,-0.567,0.059,-0.144,39.29,46.43,14.29,46.15,7.69,46.15,39.29,17.86,5,5,1,4,6,3,2,1,0,1,4,1,0,0,3,1,8,0,3,3,4,5,0,10,2,1,0,4,3,3,2,3,3,4,2,3,0,3,2,2,4,4,3,4,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.56,1.4,1.0,1.0,0.0,1.0
0.321,0.071,0.607,0.357,0.25,0.25,0.036,0.107,0.286,0.357,0.357,0.25,0.0,0.429,0.25,0.321,0.214,0.107,0.393,0.321,0.536,1.432,0.245,-0.789,0.036,0.138,39.29,53.57,7.14,50.0,7.14,42.86,46.43,10.71,5,5,1,6,8,1,0,1,0,1,6,1,0,0,5,1,6,0,1,1,4,5,0,10,2,1,0,6,4,2,1,1,4,5,1,3,2,2,1,2,4,2,4,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,2,1.67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.56,1.4,1.0,1.0,0.0,1.0
0.321,0.071,0.607,0.429,0.179,0.179,0.036,0.107,0.286,0.357,0.357,0.25,0.071,0.357,0.321,0.321,0.214,0.107,0.393,0.321,0.536,1.475,0.291,-0.567,0.059,-0.144,39.29,46.43,14.29,46.15,7.69,46.15,39.29,17.86,5,5,1,5,6,2,1,1,1,1,5,1,0,0,4,1,7,1,2,2,4,5,0,10,2,1,0,4,4,2,1,3,4,5,1,3,2,2,1,2,4,2,4,5,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.56,1.4,1.0,1.0,0.0,1.0
0.321,0.071,0.607,0.429,0.179,0.179,0.036,0.107,0.214,0.357,0.429,0.321,0.0,0.357,0.25,0.393,0.143,0.107,0.464,0.321,0.536,1.586,0.334,-0.75,-0.053,0.093,39.29,53.57,7.14,50.0,7.14,42.86,46.43,10.71,5,5,1,6,8,1,0,1,0,1,6,1,0,0,5,1,6,0,1,1,4,5,0,10,2,1,0,4,3,3,0,1,5,6,2,3,0,1,2,2,4,2,5,6,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.56,1.29,1.0,1.0,0.0,1.0
0.196,0.137,0.667,0.373,0.294,0.275,0.039,0.059,0.471,0.235,0.392,0.176,0.118,0.373,0.392,0.235,0.373,0.314,0.275,0.275,0.569,0.791,-0.496,-0.107,-0.403,-0.123,35.29,35.29,29.41,42.22,28.89,28.89,33.33,41.18,6,5,7,6,8,4,6,4,4,7,5,5,3,4,6,3,4,9,5,5,0,6,3,23,4,2,0,6,8,5,7,6,6,6,5,1,7,8,3,8,4,4,4,6,0,4,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,1,0,4,0,5,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.5,0.0,2.0
0.158,0.0,0.842,0.526,0.316,0.263,0.053,0.105,0.368,0.211,0.526,0.316,0.105,0.263,0.316,0.421,0.368,0.105,0.474,0.526,0.684,1.149,-0.652,0.323,-0.0,-0.206,15.79,68.42,15.79,64.71,5.88,29.41,52.63,21.05,1,1,0,2,8,3,0,3,0,0,3,0,0,1,2,1,1,1,1,1,0,1,0,15,0,0,0,1,2,1,2,0,4,2,3,3,3,0,4,0,1,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.111,0.0,0.889,0.611,0.278,0.222,0.0,0.056,0.5,0.111,0.611,0.444,0.111,0.167,0.5,0.333,0.389,0.111,0.444,0.444,0.722,0.837,-1.167,-0.102,-0.488,-0.307,16.67,55.56,27.78,62.5,18.75,18.75,55.56,27.78,0,1,2,3,4,3,0,4,0,2,3,2,0,0,2,1,0,1,0,1,0,2,0,13,0,0,0,0,3,0,1,1,6,2,4,0,2,0,4,2,1,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.146,0.122,0.732,0.293,0.366,0.317,0.024,0.098,0.415,0.244,0.39,0.195,0.049,0.317,0.341,0.341,0.39,0.341,0.293,0.268,0.561,0.458,-0.441,-0.065,-0.45,-0.16,31.71,39.02,29.27,38.46,35.9,25.64,34.15,41.46,3,5,4,6,6,4,4,4,4,8,4,6,3,4,5,3,2,5,6,4,0,3,2,23,3,0,0,5,4,3,3,4,7,5,5,4,6,5,5,6,3,4,5,3,0,3,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,3,0,0,0,0,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.167,0.833,0.167,0.667,0.667,0.0,0.0,0.667,0.0,0.5,0.167,0.0,0.5,0.333,0.167,0.667,0.167,0.167,0.417,0.583,0.04,-1.973,-0.404,-1.122,0.267,16.67,58.33,25.0,58.33,41.67,0.0,58.33,41.67,1,1,0,1,4,2,0,1,1,3,0,2,2,0,0,0,0,2,0,0,0,0,0,8,1,0,1,4,0,1,2,1,1,0,2,0,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.67,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.167,0.067,0.767,0.333,0.4,0.35,0.033,0.117,0.45,0.233,0.35,0.15,0.1,0.383,0.333,0.283,0.467,0.233,0.267,0.367,0.567,0.483,-0.604,0.009,-0.233,-0.23,26.67,45.0,28.33,42.59,25.93,31.48,35.0,36.67,4,7,5,9,10,7,3,9,5,5,8,9,0,5,4,9,4,8,6,9,1,7,1,36,3,1,0,7,7,9,9,8,2,7,4,6,13,8,7,8,4,7,4,4,0,4,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,2,0,0,1,0,5,0,5,0,0,0,0,4,1.0,1.0,1.0,1.0,1.0,1.29,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0
0.043,0.043,0.913,0.348,0.5,0.478,0.109,0.065,0.674,0.217,0.304,0.174,0.13,0.217,0.457,0.326,0.522,0.217,0.326,0.37,0.739,0.002,-1.058,0.401,-0.474,-0.164,15.22,52.17,32.61,57.5,30.0,12.5,39.13,50.0,0,3,3,5,14,5,2,6,7,6,3,5,4,2,3,2,0,13,2,2,0,2,0,37,2,0,0,4,3,3,4,11,6,2,6,6,12,5,7,4,2,8,2,5,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,3,1.0,1.33,1.0,1.0,1.0,1.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.33,1.0,0.0,1.0
0.0,0.25,0.75,0.5,0.25,0.083,0.083,0.25,0.417,0.083,0.667,0.417,0.0,0.167,0.417,0.417,0.167,0.333,0.583,0.25,0.583,0.519,0.039,0.609,-1.151,0.062,25.0,58.33,16.67,58.33,16.67,25.0,50.0,25.0,0,2,1,2,3,1,1,1,0,1,2,1,0,1,1,1,0,0,1,2,0,0,0,5,3,0,0,0,1,1,1,1,2,1,2,2,0,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,2.0,0.0,0.0,1.0
0.128,0.021,0.851,0.319,0.489,0.426,0.021,0.106,0.511,0.191,0.383,0.17,0.106,0.255,0.426,0.319,0.532,0.191,0.298,0.404,0.66,0.302,-1.184,0.073,-0.221,-0.313,17.02,55.32,27.66,53.49,18.6,27.91,46.81,27.66,2,3,3,5,13,8,1,9,2,6,8,6,0,2,7,2,2,2,2,5,0,5,0,34,1,0,0,2,5,5,5,10,4,5,4,6,13,5,6,5,1,7,1,6,0,2,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,3,1.0,1.0,1.0,0.0,1.0,1.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.67,1.0,1.0,1.67
0.273,0.0,0.727,0.364,0.364,0.227,0.045,0.091,0.545,0.318,0.364,0.273,0.091,0.455,0.364,0.182,0.318,0.227,0.455,0.273,0.5,0.511,-0.339,-0.298,0.416,-0.001,22.73,54.55,22.73,47.62,9.52,42.86,40.91,18.18,1,3,1,3,5,3,1,3,1,1,5,2,0,0,4,1,4,1,1,2,1,3,0,14,0,0,0,5,3,2,2,3,2,3,1,0,2,2,3,1,3,4,2,3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.67,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0,0.0
0.462,0.231,0.308,0.231,0.077,0.077,0.0,0.0,0.308,0.462,0.462,0.231,0.0,0.769,0.231,0.0,0.077,0.692,0.231,0.0,0.231,1.618,-0.132,-1.548,-0.406,0.058,69.23,23.08,7.69,23.08,30.77,46.15,23.08,30.77,7,1,1,1,1,0,1,0,0,0,1,0,3,1,1,1,4,3,1,1,4,1,1,1,1,1,1,9,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0
0.051,0.0,0.949,0.333,0.462,0.385,0.0,0.103,0.59,0.205,0.256,0.128,0.154,0.282,0.41,0.308,0.615,0.231,0.154,0.436,0.744,0.253,-0.823,0.476,-0.248,-0.588,23.08,38.46,38.46,42.42,39.39,18.18,35.9,48.72,1,3,5,3,6,5,5,5,5,5,2,5,4,4,2,4,0,9,4,4,0,2,0,34,0,0,0,4,4,2,6,4,6,1,7,4,14,7,2,6,2,4,1,1,0,2,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0
0.029,0.029,0.943,0.2,0.629,0.543,0.143,0.114,0.714,0.286,0.257,0.143,0.029,0.171,0.457,0.371,0.514,0.286,0.343,0.114,0.657,-0.969,-0.637,0.011,-0.299,-0.058,14.29,42.86,42.86,41.18,44.12,14.71,25.71,60.0,2,2,1,2,6,6,1,6,8,7,2,7,6,2,2,2,1,12,3,4,0,0,0,32,1,0,0,1,3,2,4,6,6,1,6,5,11,1,5,2,1,5,2,5,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0.0,1.0,1.0,0.0,1.0,1.67,1.0,2.0,0.0,1.0,0.0,1.5,1.0,0.0,0.0,0.0,1.4,1.5,2.0,1.0
0.048,0.0,0.952,0.286,0.667,0.524,0.048,0.143,0.762,0.095,0.333,0.19,0.095,0.286,0.476,0.238,0.714,0.095,0.238,0.429,0.667,-0.661,-1.432,0.209,-0.362,-0.033,4.76,52.38,42.86,57.89,21.05,21.05,47.62,33.33,0,0,1,1,5,5,0,5,3,4,2,3,0,1,2,0,1,0,2,1,0,1,0,18,0,0,0,2,3,1,0,5,4,4,1,0,11,1,2,1,0,3,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0
0.069,0.0,0.931,0.517,0.379,0.379,0.103,0.034,0.759,0.207,0.379,0.379,0.103,0.241,0.517,0.241,0.379,0.172,0.517,0.345,0.759,0.07,-1.144,0.083,-0.505,0.026,10.34,65.52,24.14,69.23,19.23,11.54,51.72,37.93,0,2,1,3,11,5,0,5,1,3,3,4,1,0,2,1,0,2,0,2,0,2,0,24,0,0,0,1,5,1,3,5,6,3,4,0,3,0,7,2,1,6,3,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0
0.062,0.0,0.938,0.594,0.344,0.312,0.062,0.031,0.75,0.125,0.5,0.469,0.125,0.188,0.562,0.25,0.406,0.094,0.531,0.406,0.844,0.324,-1.415,0.111,-0.532,-0.129,6.25,65.62,28.12,75.0,14.29,10.71,59.38,31.25,0,0,2,2,14,5,0,6,2,4,3,4,0,0,2,0,0,3,0,2,0,2,0,27,0,0,0,0,4,2,2,10,5,4,3,1,4,0,8,2,0,7,2,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.4,1.6,1.0,1.0,0.0
0.2,0.067,0.733,0.2,0.533,0.333,0.133,0.2,0.733,0.333,0.267,0.2,0.0,0.267,0.533,0.2,0.4,0.333,0.333,0.067,0.6,-0.458,0.095,-0.431,0.341,0.097,26.67,40.0,33.33,46.67,13.33,40.0,33.33,26.67,1,0,2,2,2,2,1,3,1,1,4,2,0,0,2,1,2,1,2,1,1,1,0,8,1,0,0,1,2,0,1,4,3,2,1,0,3,1,2,2,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.67,1.0,1.0,0.0
0.1,0.0,0.9,0.3,0.6,0.6,0.05,0.0,0.75,0.15,0.3,0.2,0.1,0.2,0.6,0.2,0.65,0.15,0.25,0.3,0.6,-0.767,-1.728,-0.487,-0.506,-0.028,10.0,40.0,50.0,44.44,44.44,11.11,35.0,55.0,0,0,1,0,4,4,2,3,5,4,0,3,3,2,0,1,0,6,2,1,0,1,0,16,0,0,0,0,2,1,3,6,3,1,3,0,9,2,2,1,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0
0.1,0.0,0.9,0.35,0.55,0.55,0.05,0.0,0.75,0.15,0.35,0.25,0.1,0.2,0.6,0.2,0.6,0.15,0.3,0.25,0.6,-0.761,-1.7,-0.561,-0.567,-0.084,10.0,40.0,50.0,44.44,44.44,11.11,35.0,55.0,0,0,1,0,4,4,2,3,5,4,0,3,3,2,0,1,0,6,2,1,0,1,0,16,0,0,0,0,3,0,2,6,4,2,2,0,9,2,1,1,0,2,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
0.053,0.0,0.947,0.289,0.658,0.605,0.026,0.053,0.737,0.079,0.342,0.211,0.079,0.289,0.474,0.237,0.711,0.053,0.263,0.5,0.842,-0.162,-1.855,0.075,-0.358,0.045,2.63,60.53,36.84,62.86,25.71,11.43,55.26,34.21,0,1,0,0,14,9,1,7,5,6,1,5,2,2,1,1,1,4,2,2,0,1,0,35,0,0,0,6,4,1,3,9,5,2,4,3,20,1,5,0,1,7,0,3,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,2.25,1.0,0.0,0.0,1.0,2.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.67,1.4,1.86,1.0,0.0
0.092,0.031,0.878,0.367,0.459,0.449,0.031,0.031,0.52,0.173,0.388,0.245,0.082,0.347,0.286,0.367,0.51,0.153,0.296,0.52,0.745,0.674,-1.153,0.155,-0.52,0.08,19.39,56.12,24.49,61.11,25.56,13.33,53.06,34.69,3,11,5,11,28,15,5,15,4,16,9,16,5,2,9,2,1,11,3,3,1,8,0,75,3,1,0,13,8,13,7,5,16,14,14,7,25,12,13,13,3,12,4,12,0,4,0,0,6,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,8,0,7,0,0,0,0,7,1.59,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.29,1.12,1.57,1.0,0.0,1.0
0.45,0.0,0.55,0.3,0.25,0.25,0.0,0.05,0.3,0.45,0.3,0.2,0.0,0.55,0.3,0.15,0.25,0.1,0.3,0.15,0.3,1.114,0.266,-1.688,0.413,-0.005,45.0,35.0,20.0,25.0,25.0,50.0,25.0,25.0,4,3,1,3,2,2,2,1,1,2,1,1,2,2,1,1,7,2,2,1,4,3,0,8,0,0,0,6,3,1,3,1,2,2,1,0,1,3,1,2,2,2,2,2,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.14,1.0,2.0,1.0,0.0,1.0
0.5,0.0,0.5,0.333,0.167,0.167,0.083,0.0,0.5,0.583,0.333,0.333,0.0,0.583,0.333,0.083,0.083,0.5,0.417,0.083,0.5,1.379,-0.318,-1.499,0.347,0.257,50.0,50.0,0.0,50.0,0.0,50.0,41.67,8.33,4,1,0,2,4,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,4,1,0,4,0,0,0,5,1,0,1,2,1,1,0,0,0,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
0.132,0.316,0.553,0.289,0.211,0.158,0.0,0.079,0.289,0.184,0.579,0.158,0.0,0.605,0.237,0.158,0.211,0.5,0.184,0.079,0.237,1.087,0.3,-0.72,-1.064,-0.092,60.53,18.42,21.05,18.42,60.53,21.05,18.42,60.53,15,3,5,2,3,2,6,0,1,2,3,2,15,5,2,6,0,15,5,6,0,2,3,9,8,2,1,14,5,3,3,3,3,6,0,0,1,6,0,5,3,2,2,3,0,5,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,3,0,5,0,2,0,0,0,0,1,0.0,0.0,1.0,1.18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,1.0,1.0,1.67,0.0,1.0,1.0
0.175,0.138,0.688,0.238,0.412,0.362,0.038,0.062,0.488,0.25,0.35,0.125,0.075,0.4,0.338,0.262,0.45,0.275,0.25,0.238,0.512,0.409,-0.44,-0.083,-0.296,-0.063,30.0,35.0,35.0,35.14,39.19,25.68,28.75,47.5,10,4,10,6,10,12,8,13,6,14,9,13,10,5,9,5,5,18,7,6,2,5,1,48,7,1,3,13,9,9,9,9,9,10,8,3,16,11,8,10,4,10,3,7,0,6,0,0,7,0,0,7,0,4,0,0,0,0,0,0,0,2,0,0,2,0,8,0,6,0,0,0,0,5,1.0,1.0,1.0,1.33,1.0,1.0,1.33,1.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.125,0.0,0.875,0.469,0.344,0.281,0.0,0.062,0.562,0.188,0.406,0.281,0.156,0.219,0.5,0.281,0.5,0.188,0.281,0.406,0.688,0.51,-1.04,0.08,-0.371,-0.472,21.88,40.62,37.5,48.15,29.63,22.22,40.62,40.62,1,3,2,2,2,9,4,7,1,5,3,3,3,1,4,0,2,4,2,1,1,3,0,24,0,0,0,1,4,2,4,7,5,2,4,2,6,5,5,2,3,8,1,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5,0.0,0.5,0.071,0.429,0.286,0.143,0.143,0.5,0.643,0.071,0.071,0.0,0.643,0.214,0.143,0.286,0.5,0.214,0.071,0.286,0.226,0.862,-1.186,1.242,0.269,50.0,28.57,21.43,28.57,7.14,64.29,14.29,21.43,4,2,1,1,1,1,2,0,1,0,2,0,0,1,2,1,6,1,1,2,4,3,0,3,0,0,0,7,1,1,2,1,0,0,0,1,1,3,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
0.261,0.0,0.739,0.217,0.522,0.435,0.043,0.174,0.522,0.304,0.174,0.043,0.0,0.522,0.391,0.087,0.478,0.217,0.217,0.13,0.261,-0.604,0.172,-1.019,0.455,0.072,30.43,34.78,34.78,21.74,34.78,43.48,17.39,39.13,3,2,2,1,3,4,3,2,2,1,3,2,2,3,1,5,4,3,3,5,1,4,0,13,0,0,0,5,4,2,6,3,0,1,1,0,3,3,4,4,0,4,1,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
