AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
0.0,0.0,0.0,0.0,0.0,14.29,0.0,28.57,7.14,0.0,14.29,0.0,0.0,21.43,7.14,0.0,7.14,0.0,0.0,0.0
0.0,0.0,0.0,12.5,6.25,6.25,0.0,12.5,0.0,6.25,0.0,12.5,6.25,12.5,18.75,6.25,0.0,0.0,0.0,0.0
0.0,0.0,13.33,6.67,0.0,6.67,0.0,6.67,6.67,20.0,0.0,6.67,6.67,0.0,6.67,6.67,6.67,6.67,0.0,0.0
0.0,6.67,13.33,0.0,0.0,13.33,6.67,6.67,6.67,6.67,0.0,6.67,0.0,6.67,6.67,6.67,0.0,6.67,0.0,6.67
7.69,7.69,7.69,7.69,0.0,7.69,0.0,7.69,0.0,23.08,7.69,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0
8.33,8.33,0.0,8.33,0.0,8.33,0.0,8.33,8.33,16.67,0.0,8.33,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.25,12.5,0.0,25.0,6.25,0.0,18.75,0.0,0.0,18.75,6.25,0.0,6.25,0.0,0.0,0.0
4.76,2.38,9.52,2.38,2.38,7.14,4.76,7.14,2.38,2.38,2.38,2.38,7.14,2.38,7.14,9.52,4.76,7.14,7.14,4.76
8.33,0.0,8.33,0.0,16.67,0.0,0.0,8.33,16.67,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,8.33
8.33,16.67,0.0,0.0,0.0,8.33,25.0,0.0,16.67,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0
0.0,10.53,5.26,0.0,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,36.84,5.26,0.0,0.0,0.0,0.0
0.0,10.53,0.0,5.26,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,36.84,5.26,0.0,0.0,0.0,0.0
0.0,14.29,0.0,0.0,7.14,0.0,0.0,7.14,14.29,7.14,0.0,0.0,7.14,0.0,0.0,14.29,7.14,7.14,0.0,14.29
3.33,6.67,3.33,3.33,3.33,10.0,3.33,3.33,10.0,6.67,3.33,6.67,3.33,6.67,3.33,6.67,3.33,0.0,3.33,10.0
0.0,5.56,5.56,0.0,5.56,11.11,5.56,0.0,11.11,0.0,0.0,0.0,5.56,5.56,5.56,22.22,0.0,0.0,16.67,0.0
5.13,17.95,2.56,2.56,0.0,5.13,0.0,10.26,10.26,2.56,0.0,7.69,2.56,0.0,10.26,7.69,7.69,2.56,2.56,2.56
0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,20.0,10.0,0.0,5.0,0.0,5.0
6.45,6.45,3.23,6.45,6.45,6.45,3.23,0.0,0.0,6.45,3.23,6.45,9.68,0.0,3.23,6.45,12.9,6.45,0.0,6.45
0.0,0.0,0.0,7.14,0.0,0.0,0.0,14.29,0.0,42.86,0.0,0.0,0.0,7.14,7.14,14.29,0.0,0.0,7.14,0.0
0.0,0.0,0.0,0.0,4.76,33.33,0.0,4.76,4.76,14.29,0.0,0.0,9.52,0.0,4.76,14.29,4.76,4.76,0.0,0.0
0.0,10.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,5.0,5.0,10.0,10.0,0.0,5.0,5.0,5.0,5.0,0.0,10.0
5.26,10.53,0.0,0.0,10.53,0.0,10.53,5.26,0.0,10.53,0.0,5.26,10.53,5.26,0.0,5.26,5.26,10.53,0.0,5.26
0.0,10.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,5.0,10.0,20.0,5.0,0.0,10.0,5.0,5.0,5.0,0.0,0.0
12.5,0.0,4.17,16.67,4.17,8.33,0.0,0.0,4.17,12.5,0.0,0.0,4.17,4.17,8.33,8.33,0.0,8.33,0.0,4.17
0.0,3.23,6.45,3.23,0.0,0.0,0.0,12.9,12.9,22.58,0.0,0.0,3.23,0.0,0.0,6.45,3.23,25.81,0.0,0.0
0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,21.43,0.0,0.0,0.0,0.0,0.0,21.43,14.29,14.29,0.0,7.14
0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,15.38,15.38,0.0,7.69,15.38,0.0,0.0,7.69,15.38,7.69,0.0,0.0
12.5,2.5,0.0,2.5,7.5,15.0,2.5,0.0,0.0,15.0,2.5,0.0,10.0,2.5,10.0,10.0,5.0,2.5,0.0,0.0
4.29,1.43,2.86,14.29,5.71,11.43,0.0,2.86,11.43,17.14,1.43,1.43,1.43,4.29,1.43,10.0,2.86,5.71,0.0,0.0
5.56,1.39,5.56,16.67,6.94,8.33,1.39,2.78,11.11,13.89,1.39,5.56,0.0,1.39,4.17,6.94,0.0,6.94,0.0,0.0
5.56,1.39,5.56,16.67,5.56,8.33,1.39,2.78,11.11,15.28,1.39,5.56,0.0,1.39,4.17,6.94,0.0,6.94,0.0,0.0
5.56,1.39,5.56,15.28,5.56,9.72,1.39,4.17,11.11,12.5,1.39,5.56,0.0,1.39,4.17,6.94,0.0,8.33,0.0,0.0
8.0,0.0,8.0,4.0,2.0,8.0,2.0,8.0,10.0,8.0,2.0,8.0,4.0,2.0,2.0,8.0,0.0,6.0,4.0,6.0
0.0,18.18,9.09,18.18,0.0,0.0,0.0,0.0,0.0,9.09,9.09,18.18,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0
13.51,2.7,0.0,5.41,5.41,5.41,0.0,10.81,0.0,13.51,2.7,0.0,5.41,5.41,0.0,13.51,8.11,8.11,0.0,0.0
4.69,1.56,7.81,15.62,7.81,3.12,0.0,7.81,9.38,14.06,1.56,4.69,1.56,0.0,7.81,4.69,3.12,4.69,0.0,0.0
17.65,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,29.41,5.88,5.88,0.0,5.88,0.0,17.65,0.0,11.76,0.0,0.0
6.25,4.17,0.0,0.0,6.25,4.17,0.0,0.0,0.0,20.83,6.25,2.08,8.33,12.5,4.17,8.33,6.25,6.25,4.17,0.0
18.18,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,27.27,4.55,0.0,9.09,0.0,4.55,0.0,4.55,4.55,18.18,0.0
3.7,7.41,0.0,3.7,2.47,4.94,3.7,2.47,6.17,17.28,1.23,2.47,9.88,1.23,11.11,8.64,3.7,7.41,2.47,0.0
8.33,4.17,4.17,8.33,0.0,8.33,0.0,4.17,12.5,8.33,8.33,4.17,8.33,8.33,4.17,0.0,0.0,8.33,0.0,0.0
4.17,0.0,4.17,4.17,0.0,4.17,0.0,12.5,20.83,20.83,0.0,4.17,4.17,0.0,8.33,8.33,0.0,0.0,0.0,4.17
15.38,0.0,0.0,7.69,0.0,3.85,0.0,0.0,0.0,23.08,0.0,3.85,3.85,3.85,3.85,19.23,7.69,7.69,0.0,0.0
5.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,10.0,5.0,0.0,0.0,10.0,0.0,10.0,10.0,15.0,0.0,5.0,0.0
0.0,6.67,6.67,13.33,0.0,0.0,0.0,6.67,0.0,13.33,0.0,0.0,13.33,0.0,20.0,6.67,6.67,0.0,0.0,6.67
0.0,6.67,0.0,13.33,0.0,6.67,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,20.0,6.67,13.33,0.0,0.0,6.67
11.67,10.0,5.0,5.0,6.67,5.0,1.67,1.67,6.67,1.67,1.67,10.0,6.67,1.67,8.33,5.0,1.67,1.67,0.0,8.33
4.55,0.0,4.55,9.09,4.55,0.0,9.09,4.55,4.55,4.55,0.0,9.09,13.64,9.09,9.09,4.55,9.09,0.0,0.0,0.0
3.85,0.0,0.0,7.69,3.85,15.38,0.0,11.54,7.69,7.69,7.69,7.69,3.85,7.69,0.0,7.69,3.85,3.85,0.0,0.0
3.33,6.67,3.33,5.0,3.33,1.67,1.67,8.33,11.67,3.33,0.0,3.33,6.67,5.0,8.33,6.67,11.67,5.0,1.67,3.33
5.26,10.53,0.0,5.26,0.0,15.79,0.0,0.0,5.26,0.0,0.0,0.0,5.26,10.53,10.53,10.53,15.79,0.0,5.26,0.0
5.26,10.53,5.26,5.26,0.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,21.05,10.53,5.26,5.26,5.26,0.0
0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,7.14,14.29,7.14,7.14,0.0,21.43,0.0,14.29,0.0,7.14,0.0,0.0
5.88,0.0,5.88,5.88,0.0,0.0,5.88,17.65,0.0,11.76,0.0,0.0,0.0,5.88,11.76,11.76,5.88,0.0,0.0,11.76
16.67,8.33,0.0,8.33,0.0,0.0,0.0,8.33,8.33,8.33,0.0,0.0,0.0,8.33,33.33,0.0,0.0,0.0,0.0,0.0
5.26,0.0,0.0,10.53,5.26,5.26,10.53,5.26,5.26,5.26,5.26,0.0,5.26,5.26,5.26,10.53,10.53,5.26,0.0,0.0
0.0,0.0,6.25,12.5,6.25,6.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,12.5,12.5,0.0,12.5,12.5,0.0
0.0,0.0,0.0,25.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,16.67,0.0,8.33,8.33,0.0,8.33,0.0,8.33
15.38,0.0,0.0,0.0,7.69,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,15.38,0.0,7.69
13.64,0.0,4.55,4.55,0.0,4.55,0.0,0.0,13.64,0.0,0.0,0.0,13.64,4.55,36.36,4.55,0.0,0.0,0.0,0.0
4.76,0.0,4.76,4.76,0.0,4.76,0.0,0.0,14.29,0.0,4.76,0.0,14.29,4.76,38.1,4.76,0.0,0.0,0.0,0.0
3.45,6.9,6.9,3.45,0.0,10.34,3.45,0.0,10.34,3.45,0.0,0.0,10.34,3.45,31.03,0.0,3.45,3.45,0.0,0.0
10.53,10.53,0.0,5.26,5.26,10.53,5.26,5.26,0.0,0.0,0.0,10.53,5.26,0.0,5.26,10.53,5.26,0.0,0.0,10.53
10.53,10.53,0.0,0.0,0.0,10.53,0.0,5.26,10.53,0.0,0.0,0.0,0.0,5.26,15.79,15.79,5.26,5.26,5.26,0.0
0.0,10.53,5.26,5.26,0.0,10.53,0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,15.79,15.79,10.53,5.26,5.26,0.0
0.0,0.0,4.76,14.29,4.76,0.0,0.0,4.76,14.29,4.76,0.0,0.0,14.29,0.0,9.52,14.29,4.76,9.52,0.0,0.0
0.0,10.53,0.0,10.53,5.26,15.79,0.0,0.0,10.53,0.0,0.0,0.0,0.0,5.26,10.53,15.79,5.26,5.26,5.26,0.0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,15.38,15.38,0.0,7.69,15.38,0.0,0.0,7.69,15.38,7.69,0.0,0.0
0.0,5.0,5.0,15.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,20.0,15.0,0.0,5.0,10.0,5.0,0.0,0.0,5.0
11.76,0.0,5.88,0.0,0.0,11.76,0.0,5.88,5.88,0.0,0.0,0.0,5.88,5.88,5.88,17.65,5.88,11.76,5.88,0.0
0.0,10.53,5.26,0.0,0.0,15.79,0.0,5.26,5.26,0.0,0.0,0.0,5.26,5.26,10.53,15.79,5.26,10.53,5.26,0.0
10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,10.0,15.0,15.0,5.0,5.0,0.0
0.0,10.53,0.0,0.0,0.0,10.53,0.0,0.0,5.26,0.0,0.0,5.26,10.53,10.53,10.53,21.05,10.53,0.0,5.26,0.0
0.0,11.11,0.0,0.0,0.0,11.11,0.0,5.56,0.0,5.56,0.0,0.0,11.11,0.0,5.56,27.78,11.11,5.56,5.56,0.0
0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,20.0,0.0,10.0,5.0,0.0
5.88,11.76,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,5.88,11.76,5.88,17.65,11.76,5.88,5.88,0.0
10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,20.0,10.0,10.0,5.0,0.0
0.0,10.53,5.26,0.0,0.0,10.53,0.0,10.53,0.0,0.0,0.0,0.0,5.26,0.0,10.53,21.05,10.53,10.53,5.26,0.0
5.26,10.53,0.0,0.0,0.0,15.79,5.26,0.0,5.26,0.0,5.26,0.0,5.26,0.0,10.53,10.53,15.79,0.0,5.26,5.26
0.0,10.53,0.0,5.26,5.26,15.79,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,15.79,21.05,5.26,5.26,5.26,0.0
0.0,3.85,0.0,0.0,0.0,0.0,3.85,0.0,7.69,11.54,0.0,11.54,0.0,0.0,11.54,26.92,11.54,7.69,3.85,0.0
0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,18.18,0.0,18.18,36.36,9.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,15.38,15.38,0.0,7.69,7.69,0.0,0.0,7.69,23.08,7.69,0.0,0.0
0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,0.0
7.14,7.14,0.0,0.0,7.14,21.43,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,28.57,0.0,7.14,0.0,0.0
11.11,11.11,0.0,0.0,0.0,16.67,0.0,0.0,0.0,5.56,5.56,0.0,5.56,0.0,5.56,5.56,22.22,5.56,5.56,0.0
3.45,20.69,0.0,3.45,0.0,13.79,0.0,3.45,0.0,3.45,0.0,3.45,6.9,0.0,3.45,6.9,17.24,6.9,3.45,3.45
0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,7.14,14.29,0.0,7.14,7.14,0.0,14.29,7.14,7.14,7.14,0.0,0.0
5.26,10.53,0.0,5.26,0.0,10.53,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,21.05,10.53,5.26,5.26,10.53,0.0
5.56,11.11,0.0,5.56,0.0,11.11,0.0,5.56,5.56,0.0,5.56,0.0,0.0,0.0,5.56,16.67,16.67,5.56,5.56,0.0
0.0,10.53,0.0,5.26,0.0,10.53,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,21.05,10.53,10.53,5.26,5.26,5.26
5.56,11.11,0.0,5.56,5.56,11.11,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,5.56,16.67,16.67,5.56,5.56,0.0
9.09,0.0,9.09,27.27,9.09,9.09,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,9.09,9.09,0.0,0.0
9.09,0.0,9.09,27.27,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,18.18,9.09,0.0,0.0,0.0
0.0,11.11,0.0,0.0,0.0,11.11,0.0,5.56,5.56,0.0,5.56,5.56,5.56,0.0,11.11,11.11,16.67,5.56,5.56,0.0
8.0,8.0,4.0,0.0,4.0,0.0,8.0,4.0,0.0,8.0,0.0,8.0,4.0,8.0,8.0,4.0,4.0,4.0,4.0,12.0
4.17,8.33,8.33,0.0,12.5,0.0,0.0,0.0,0.0,8.33,4.17,16.67,4.17,0.0,4.17,8.33,4.17,4.17,4.17,8.33
0.0,10.53,0.0,0.0,0.0,5.26,5.26,0.0,5.26,0.0,0.0,5.26,0.0,10.53,10.53,21.05,21.05,0.0,5.26,0.0
14.29,0.0,7.14,0.0,0.0,0.0,0.0,14.29,0.0,7.14,14.29,7.14,0.0,7.14,0.0,14.29,7.14,0.0,7.14,0.0
5.26,10.53,0.0,0.0,0.0,15.79,5.26,0.0,0.0,0.0,0.0,0.0,5.26,5.26,10.53,21.05,10.53,0.0,5.26,5.26
0.0,11.11,0.0,0.0,0.0,11.11,0.0,5.56,5.56,0.0,0.0,0.0,0.0,5.56,5.56,22.22,22.22,5.56,5.56,0.0
9.09,4.55,0.0,0.0,4.55,4.55,9.09,4.55,13.64,0.0,4.55,0.0,4.55,4.55,4.55,9.09,18.18,0.0,4.55,0.0
0.0,8.33,0.0,0.0,8.33,41.67,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0
0.0,0.0,8.0,12.0,8.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,12.0,8.0,12.0,4.0,0.0
0.0,7.69,0.0,0.0,0.0,23.08,0.0,0.0,7.69,7.69,0.0,0.0,0.0,7.69,15.38,7.69,7.69,15.38,0.0,0.0
14.29,0.0,7.14,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,14.29,7.14,0.0,21.43,0.0,14.29,0.0,0.0
13.33,0.0,6.67,6.67,0.0,13.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,40.0,6.67,0.0
0.0,11.76,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,29.41,5.88,11.76,5.88,0.0
5.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,15.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,15.0
6.67,0.0,0.0,0.0,13.33,0.0,0.0,6.67,13.33,6.67,0.0,13.33,6.67,0.0,6.67,0.0,6.67,0.0,6.67,13.33
9.09,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,18.18,0.0,0.0,9.09,0.0,9.09,0.0,27.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,8.33,8.33,41.67,0.0,0.0,8.33,0.0,8.33
0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,0.0,9.09,0.0,9.09,0.0,0.0,18.18
4.35,0.0,0.0,0.0,4.35,8.7,0.0,8.7,13.04,4.35,0.0,0.0,8.7,8.7,26.09,4.35,4.35,0.0,0.0,4.35
0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,16.67,0.0,0.0,0.0,16.67,16.67,33.33,0.0,0.0,0.0,0.0,0.0
7.14,7.14,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,35.71,0.0,0.0,0.0,0.0,0.0
14.29,7.14,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,28.57,0.0,0.0,0.0,0.0,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,6.25,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,6.25,0.0
6.25,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,6.25,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,0.0,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,0.0,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,6.25,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
0.0,11.11,0.0,0.0,5.56,0.0,0.0,11.11,22.22,0.0,5.56,5.56,5.56,5.56,16.67,0.0,0.0,0.0,11.11,0.0
0.0,0.0,0.0,5.88,0.0,11.76,0.0,0.0,29.41,5.88,0.0,0.0,11.76,0.0,29.41,5.88,0.0,0.0,0.0,0.0
0.0,0.0,6.67,0.0,0.0,20.0,0.0,0.0,46.67,6.67,0.0,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,41.18,5.88,0.0,0.0,5.88,0.0,23.53,5.88,0.0,0.0,0.0,0.0
5.56,0.0,0.0,5.56,0.0,0.0,5.56,0.0,11.11,5.56,0.0,0.0,5.56,0.0,50.0,11.11,0.0,0.0,0.0,0.0
5.26,0.0,0.0,5.26,0.0,5.26,0.0,0.0,21.05,0.0,0.0,0.0,5.26,0.0,42.11,15.79,0.0,0.0,0.0,0.0
0.0,0.0,5.26,0.0,0.0,5.26,5.26,0.0,10.53,10.53,5.26,0.0,5.26,0.0,26.32,0.0,5.26,21.05,0.0,0.0
7.14,0.0,0.0,0.0,0.0,14.29,7.14,0.0,0.0,7.14,0.0,0.0,7.14,0.0,35.71,21.43,0.0,0.0,0.0,0.0
0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,50.0,12.5,0.0,0.0,0.0,0.0
5.0,0.0,6.67,3.33,3.33,3.33,0.0,8.33,10.0,5.0,0.0,5.0,6.67,1.67,5.0,5.0,18.33,11.67,0.0,1.67
19.23,0.0,7.69,7.69,0.0,7.69,0.0,0.0,11.54,19.23,0.0,3.85,3.85,0.0,0.0,3.85,7.69,7.69,0.0,0.0
2.94,0.0,11.76,2.94,2.94,8.82,2.94,5.88,2.94,11.76,2.94,8.82,2.94,8.82,5.88,8.82,2.94,5.88,0.0,0.0
18.52,0.0,18.52,0.0,7.41,3.7,0.0,3.7,0.0,7.41,0.0,3.7,3.7,0.0,3.7,7.41,11.11,7.41,0.0,3.7
25.0,0.0,9.38,3.12,6.25,9.38,0.0,3.12,0.0,9.38,0.0,6.25,0.0,6.25,6.25,3.12,9.38,3.12,0.0,0.0
10.0,0.0,13.33,0.0,3.33,10.0,0.0,0.0,0.0,13.33,0.0,0.0,10.0,3.33,6.67,3.33,10.0,10.0,0.0,6.67
14.81,3.7,14.81,3.7,7.41,3.7,0.0,3.7,0.0,7.41,0.0,3.7,7.41,0.0,11.11,3.7,7.41,0.0,0.0,7.41
0.0,0.0,13.64,4.55,0.0,0.0,0.0,13.64,4.55,0.0,0.0,4.55,4.55,0.0,13.64,4.55,22.73,13.64,0.0,0.0
0.0,0.0,4.55,4.55,0.0,0.0,0.0,13.64,13.64,0.0,0.0,4.55,4.55,0.0,13.64,4.55,22.73,13.64,0.0,0.0
0.0,0.0,9.09,0.0,0.0,0.0,0.0,13.64,13.64,0.0,0.0,4.55,4.55,0.0,13.64,4.55,22.73,13.64,0.0,0.0
0.0,0.0,9.09,9.09,0.0,0.0,0.0,13.64,9.09,0.0,0.0,4.55,4.55,0.0,9.09,4.55,22.73,13.64,0.0,0.0
4.55,0.0,9.09,4.55,0.0,0.0,0.0,13.64,4.55,0.0,0.0,4.55,4.55,0.0,13.64,4.55,22.73,13.64,0.0,0.0
8.7,0.0,8.7,4.35,0.0,0.0,0.0,13.04,8.7,0.0,0.0,4.35,4.35,0.0,8.7,4.35,21.74,13.04,0.0,0.0
0.0,0.0,7.14,3.57,0.0,0.0,21.43,10.71,7.14,0.0,0.0,3.57,3.57,0.0,10.71,3.57,17.86,10.71,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,6.67,6.67,0.0,6.67,0.0,20.0,6.67,13.33,0.0,13.33,13.33
0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,20.0,13.33,0.0,13.33,0.0,0.0,6.67,6.67,13.33,6.67,0.0,6.67
0.0,0.0,6.67,0.0,6.67,0.0,6.67,6.67,13.33,0.0,0.0,0.0,6.67,6.67,13.33,6.67,0.0,0.0,20.0,6.67
0.0,6.67,6.67,0.0,6.67,13.33,6.67,0.0,13.33,0.0,0.0,6.67,6.67,6.67,20.0,0.0,0.0,0.0,0.0,6.67
6.67,6.67,0.0,0.0,0.0,0.0,26.67,6.67,13.33,0.0,0.0,6.67,0.0,6.67,6.67,13.33,0.0,0.0,6.67,0.0
0.0,0.0,0.0,13.33,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,0.0,6.67,13.33,6.67,13.33,6.67,13.33,6.67
6.67,0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,13.33,0.0,13.33,6.67,13.33,6.67,0.0,0.0,0.0,0.0,13.33
0.0,13.33,0.0,0.0,6.67,0.0,13.33,0.0,6.67,6.67,0.0,6.67,0.0,6.67,20.0,0.0,0.0,6.67,13.33,0.0
4.55,4.55,0.0,0.0,4.55,4.55,0.0,4.55,0.0,9.09,4.55,0.0,9.09,0.0,31.82,0.0,4.55,18.18,0.0,0.0
7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,38.46,0.0,7.69,15.38,0.0,0.0
0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,0.0,23.08,0.0,7.69,30.77,0.0,0.0
8.11,2.7,0.0,2.7,5.41,5.41,2.7,5.41,0.0,8.11,2.7,0.0,10.81,0.0,21.62,0.0,5.41,16.22,2.7,0.0
8.11,2.7,0.0,2.7,5.41,5.41,2.7,5.41,0.0,8.11,2.7,0.0,10.81,0.0,21.62,0.0,5.41,16.22,2.7,0.0
20.83,4.17,4.17,8.33,0.0,4.17,0.0,0.0,8.33,0.0,4.17,4.17,0.0,12.5,20.83,0.0,4.17,0.0,4.17,0.0
0.0,4.55,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,18.18,9.09,0.0,9.09,4.55,0.0
9.09,9.09,0.0,4.55,4.55,4.55,0.0,0.0,18.18,9.09,9.09,4.55,4.55,4.55,9.09,0.0,0.0,4.55,4.55,0.0
0.0,0.0,0.0,13.33,13.33,0.0,0.0,0.0,26.67,0.0,0.0,0.0,6.67,0.0,6.67,0.0,13.33,0.0,20.0,0.0
