RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
1.0,1.33,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,1.33,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,1.33,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.0,2.33,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.67,1.89,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2.56,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.29,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.67,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.67,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,1.67,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,1.67,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0
1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5,1.67,0.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5,1.67,0.0,1.67,1.0,1.0,1.67,1.0,1.0,1.0,0.0,0.0
0.0,0.0,1.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.67,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2.0,0.0,1.0,1.67,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.67,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.33,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.67,1.0,1.0,0.0,1.0,1.0,1.67,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.67,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.67,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,2.0,1.29,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.67,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.67,0.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,1.0,1.5,0.0,1.0,1.0,1.0,1.0,1.29,1.33,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.29,0.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,1.29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.29,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.33,1.0,1.0,1.0,1.4,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,1.4,6.25,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.2,1.67,0.0,0.0,1.0,1.5,6.25,1.0,1.67,1.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.2,1.67,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
1.63,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.4,1.0,0.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.67,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.33,0.0,0.0,1.0,1.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.33,1.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.67,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,2.0,2.0,1.67,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.29,1.0,0.0,1.5,1.0,1.46,1.0,1.0,1.22,1.2,0.0,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.29,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.22,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.67,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.29,0.0,1.0,2.0,1.0,1.0,1.67,1.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.67,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.62,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.67,1.4,0.0,1.57,1.0,1.0,0.0,1.0
0.0,1.0,0.0,2.2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.5,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.5,0.0,1.5,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.25,1.0,1.0,1.4,1.0,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,1.33,1.0,1.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.67,0.0,2.0
1.67,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.57,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.67,0.0,2.17,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.57,1.33,1.0,0.0,1.0,1.44,1.25,0.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,1.29,1.0,0.0,0.0,1.57,0.0,1.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,1.0,1.67,0.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.75,1.0,0.0,1.0,1.0,1.0,1.29,1.33,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.86,1.0,0.0,1.67,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0
0.0,1.33,0.0,1.0,1.0,1.25,0.0,1.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.4,0.0,1.0,1.0,0.0,1.0
0.0,1.0,1.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.4,1.0,0.0,0.0
0.0,0.0,1.0,2.0,1.0,1.67,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.33,1.0,1.0,1.0,0.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,0.0,1.0,1.44,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.67,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.44,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.25,1.5,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.44,1.5,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.44,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.44,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.44,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.29,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.0,0.0,1.0,1.44,1.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4
1.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.67,0.0,1.0
1.0,1.22,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.29,1.0,1.0,1.29,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.67,1.0,0.0,1.0,1.0,1.67,1.0,0.0,0.0,1.0,1.5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.5,1.0,1.0,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.5,1.0,1.0,2.5,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.67,1.0,1.0,1.0,0.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.67,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,0.0
2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,2.27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.44,1.4,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,1.67,1.0,1.33,1.0,1.29,1.0,1.29,1.0,1.33,1.0,1.0,1.0,1.0,1.0,1.75,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0
1.0,1.57,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.0,1.0
